,operand1,operand2,operator,target
37575,257,626,2,-369.0
37576,318,914,1,1232.0
37577,108,528,3,57024.0
37578,894,35,3,31290.0
37579,827,274,1,1101.0
37580,427,365,1,792.0
37581,211,682,3,143902.0
37582,601,298,2,303.0
37583,65,871,2,-806.0
37584,486,50,3,24300.0
37585,17,603,2,-586.0
37586,52,817,4,0.0636
37587,390,469,3,182910.0
37588,168,755,4,0.2225
37589,431,945,3,407295.0
37590,558,892,2,-334.0
37591,684,931,2,-247.0
37592,233,196,4,1.1888
37593,508,364,4,1.3956
37594,854,23,2,831.0
37595,369,990,2,-621.0
37596,721,412,4,1.75
37597,63,73,3,4599.0
37598,460,487,2,-27.0
37599,246,671,1,917.0
37600,315,24,2,291.0
37601,439,373,4,1.1769
37602,94,977,2,-883.0
37603,346,744,3,257424.0
37604,7,515,2,-508.0
37605,714,412,3,294168.0
37606,919,486,1,1405.0
37607,342,581,2,-239.0
37608,640,581,4,1.1015
37609,375,278,2,97.0
37610,622,910,4,0.6835
37611,57,831,3,47367.0
37612,884,331,1,1215.0
37613,328,971,2,-643.0
37614,846,135,1,981.0
37615,156,991,4,0.1574
37616,262,774,1,1036.0
37617,757,821,2,-64.0
37618,150,739,3,110850.0
37619,541,121,4,4.4711
37620,42,596,3,25032.0
37621,489,455,4,1.0747
37622,283,514,3,145462.0
37623,585,925,1,1510.0
37624,809,438,2,371.0
37625,868,651,2,217.0
37626,252,173,1,425.0
37627,713,131,4,5.4427
37628,795,943,1,1738.0
37629,479,181,4,2.6464
37630,941,478,1,1419.0
37631,728,66,3,48048.0
37632,661,805,3,532105.0
37633,393,287,3,112791.0
37634,487,810,2,-323.0
37635,723,260,2,463.0
37636,334,444,1,778.0
37637,549,965,1,1514.0
37638,992,524,1,1516.0
37639,259,792,4,0.327
37640,213,383,3,81579.0
37641,400,682,2,-282.0
37642,551,282,4,1.9539
37643,281,347,2,-66.0
37644,388,459,1,847.0
37645,174,703,3,122322.0
37646,67,517,4,0.1296
37647,265,467,4,0.5675
37648,975,53,4,18.3962
37649,527,45,1,572.0
37650,914,837,1,1751.0
37651,294,391,1,685.0
37652,158,926,1,1084.0
37653,715,777,4,0.9202
37654,22,370,3,8140.0
37655,651,501,4,1.2994
37656,775,736,3,570400.0
37657,333,658,1,991.0
37658,799,33,3,26367.0
37659,525,97,2,428.0
37660,24,790,1,814.0
37661,40,45,3,1800.0
37662,243,605,1,848.0
37663,977,841,2,136.0
37664,836,514,3,429704.0
37665,531,686,3,364266.0
37666,152,598,3,90896.0
37667,23,920,1,943.0
37668,775,134,2,641.0
37669,207,915,2,-708.0
37670,437,309,1,746.0
37671,201,108,1,309.0
37672,968,444,2,524.0
37673,810,958,4,0.8455
37674,129,489,3,63081.0
37675,917,687,2,230.0
37676,689,416,1,1105.0
37677,815,544,3,443360.0
37678,952,886,2,66.0
37679,587,948,3,556476.0
37680,781,888,1,1669.0
37681,524,566,2,-42.0
37682,534,266,1,800.0
37683,533,645,1,1178.0
37684,710,418,4,1.6986
37685,641,944,2,-303.0
37686,125,886,4,0.1411
37687,920,596,4,1.5436
37688,522,23,4,22.6957
37689,383,394,4,0.9721
37690,110,670,1,780.0
37691,38,663,2,-625.0
37692,733,253,2,480.0
37693,716,733,4,0.9768
37694,672,583,3,391776.0
37695,501,989,3,495489.0
37696,669,870,1,1539.0
37697,687,656,3,450672.0
37698,612,920,2,-308.0
37699,767,360,3,276120.0
37700,667,931,3,620977.0
37701,875,540,1,1415.0
37702,4,106,4,0.0377
37703,233,94,4,2.4787
37704,919,316,4,2.9082
37705,229,974,2,-745.0
37706,955,432,4,2.2106
37707,224,850,4,0.2635
37708,649,462,1,1111.0
37709,768,768,2,0.0
37710,562,158,1,720.0
37711,939,794,4,1.1826
37712,437,656,1,1093.0
37713,909,107,2,802.0
37714,51,651,4,0.0783
37715,102,878,2,-776.0
37716,21,227,3,4767.0
37717,549,395,2,154.0
37718,295,125,1,420.0
37719,517,259,3,133903.0
37720,852,83,2,769.0
37721,85,518,4,0.1641
37722,282,274,4,1.0292
37723,888,320,3,284160.0
37724,357,571,2,-214.0
37725,150,642,1,792.0
37726,179,754,2,-575.0
37727,48,493,2,-445.0
37728,186,306,3,56916.0
37729,252,556,3,140112.0
37730,645,139,2,506.0
37731,226,271,1,497.0
37732,324,328,3,106272.0
37733,740,681,4,1.0866
37734,771,987,4,0.7812
37735,74,237,1,311.0
37736,40,929,3,37160.0
37737,330,145,3,47850.0
37738,126,757,3,95382.0
37739,345,900,1,1245.0
37740,344,655,3,225320.0
37741,837,18,3,15066.0
37742,555,248,4,2.2379
37743,848,840,3,712320.0
37744,136,406,2,-270.0
37745,23,693,1,716.0
37746,170,373,4,0.4558
37747,892,839,2,53.0
37748,336,776,4,0.433
37749,435,915,2,-480.0
37750,21,681,3,14301.0
37751,866,80,1,946.0
37752,457,726,3,331782.0
37753,448,919,4,0.4875
37754,114,584,2,-470.0
37755,932,464,4,2.0086
37756,958,928,2,30.0
37757,994,941,1,1935.0
37758,368,83,3,30544.0
37759,671,659,1,1330.0
37760,365,784,2,-419.0
37761,518,253,2,265.0
37762,950,739,1,1689.0
37763,277,552,2,-275.0
37764,305,622,1,927.0
37765,739,941,1,1680.0
37766,924,406,3,375144.0
37767,190,245,2,-55.0
37768,453,569,1,1022.0
37769,629,991,3,623339.0
37770,527,744,3,392088.0
37771,66,515,4,0.1282
37772,187,743,4,0.2517
37773,593,862,2,-269.0
37774,503,299,2,204.0
37775,527,374,1,901.0
37776,217,77,2,140.0
37777,824,619,1,1443.0
37778,542,921,2,-379.0
37779,102,46,4,2.2174
37780,471,280,1,751.0
37781,895,5,4,179.0
37782,239,163,4,1.4663
37783,393,65,3,25545.0
37784,736,376,3,276736.0
37785,280,275,1,555.0
37786,179,141,3,25239.0
37787,375,281,4,1.3345
37788,722,765,3,552330.0
37789,589,973,1,1562.0
37790,725,466,1,1191.0
37791,439,286,3,125554.0
37792,335,805,1,1140.0
37793,214,895,3,191530.0
37794,871,190,2,681.0
37795,370,240,4,1.5417
37796,276,384,4,0.7188
37797,237,175,2,62.0
37798,745,72,2,673.0
37799,15,584,2,-569.0
37800,830,607,3,503810.0
37801,125,905,3,113125.0
37802,399,234,4,1.7051
37803,722,337,3,243314.0
37804,687,322,3,221214.0
37805,850,221,2,629.0
37806,904,600,4,1.5067
37807,218,87,4,2.5057
37808,832,697,4,1.1937
37809,47,461,1,508.0
37810,276,68,3,18768.0
37811,794,737,3,585178.0
37812,780,851,4,0.9166
37813,205,532,4,0.3853
37814,649,65,2,584.0
37815,948,218,4,4.3486
37816,416,18,4,23.1111
37817,570,567,4,1.0053
37818,353,485,2,-132.0
37819,211,421,2,-210.0
37820,602,267,2,335.0
37821,74,275,4,0.2691
37822,103,46,1,149.0
37823,517,529,1,1046.0
37824,564,70,4,8.0571
37825,945,780,1,1725.0
37826,254,881,4,0.2883
37827,776,237,3,183912.0
37828,634,725,3,459650.0
37829,722,233,1,955.0
37830,708,483,3,341964.0
37831,715,165,2,550.0
37832,151,495,4,0.3051
37833,717,744,4,0.9637
37834,25,517,3,12925.0
37835,210,529,4,0.397
37836,758,502,2,256.0
37837,900,112,4,8.0357
37838,416,126,4,3.3016
37839,560,432,3,241920.0
37840,560,37,3,20720.0
37841,209,57,4,3.6667
37842,408,322,2,86.0
37843,57,39,2,18.0
37844,533,251,4,2.1235
37845,757,69,3,52233.0
37846,18,513,4,0.0351
37847,100,502,4,0.1992
37848,524,532,4,0.985
37849,771,256,3,197376.0
37850,519,692,4,0.75
37851,21,610,4,0.0344
37852,26,681,1,707.0
37853,642,522,1,1164.0
37854,77,148,1,225.0
37855,402,933,2,-531.0
37856,983,836,2,147.0
37857,689,286,3,197054.0
37858,300,27,4,11.1111
37859,886,549,3,486414.0
37860,547,704,4,0.777
37861,216,508,3,109728.0
37862,262,643,2,-381.0
37863,947,798,1,1745.0
37864,542,672,4,0.8065
37865,347,184,1,531.0
37866,940,584,1,1524.0
37867,481,754,1,1235.0
37868,558,5,2,553.0
37869,457,145,2,312.0
37870,319,385,4,0.8286
37871,845,893,4,0.9462
37872,2,605,2,-603.0
37873,252,347,2,-95.0
37874,61,277,3,16897.0
37875,169,994,4,0.17
37876,279,704,2,-425.0
37877,759,772,4,0.9832
37878,293,985,1,1278.0
37879,723,990,3,715770.0
37880,330,674,4,0.4896
37881,89,745,4,0.1195
37882,502,871,4,0.5763
37883,978,504,2,474.0
37884,101,598,2,-497.0
37885,19,806,1,825.0
37886,886,857,2,29.0
37887,916,391,1,1307.0
37888,880,237,2,643.0
37889,683,870,2,-187.0
37890,211,341,1,552.0
37891,678,246,3,166788.0
37892,894,419,4,2.1337
37893,811,672,1,1483.0
37894,999,890,2,109.0
37895,104,980,3,101920.0
37896,40,805,1,845.0
37897,865,607,4,1.425
37898,562,908,4,0.6189
37899,628,288,4,2.1806
37900,745,469,1,1214.0
37901,965,536,2,429.0
37902,161,126,4,1.2778
37903,172,202,3,34744.0
37904,457,678,4,0.674
37905,323,830,1,1153.0
37906,914,903,1,1817.0
37907,476,240,4,1.9833
37908,242,631,4,0.3835
37909,140,500,4,0.28
37910,538,644,3,346472.0
37911,325,443,4,0.7336
37912,319,630,1,949.0
37913,13,637,3,8281.0
37914,780,778,2,2.0
37915,551,758,3,417658.0
37916,215,256,2,-41.0
37917,959,79,1,1038.0
37918,715,281,2,434.0
37919,977,22,1,999.0
37920,344,843,1,1187.0
37921,877,791,3,693707.0
37922,725,586,2,139.0
37923,820,736,4,1.1141
37924,625,284,2,341.0
37925,135,15,4,9.0
37926,953,925,1,1878.0
37927,894,183,1,1077.0
37928,352,312,3,109824.0
37929,13,365,2,-352.0
37930,510,312,1,822.0
37931,574,903,2,-329.0
37932,576,139,2,437.0
37933,830,48,2,782.0
37934,571,96,3,54816.0
37935,288,176,2,112.0
37936,997,914,4,1.0908
37937,863,216,2,647.0
37938,143,696,3,99528.0
37939,602,328,4,1.8354
37940,902,11,3,9922.0
37941,740,295,4,2.5085
37942,909,425,2,484.0
37943,225,440,3,99000.0
37944,508,613,4,0.8287
37945,840,827,3,694680.0
37946,72,268,2,-196.0
37947,978,517,4,1.8917
37948,489,868,2,-379.0
37949,454,570,2,-116.0
37950,468,497,1,965.0
37951,655,599,3,392345.0
37952,354,163,4,2.1718
37953,323,472,1,795.0
37954,472,745,4,0.6336
37955,727,852,1,1579.0
37956,509,629,2,-120.0
37957,750,466,1,1216.0
37958,1,43,3,43.0
37959,101,520,2,-419.0
37960,7,776,1,783.0
37961,591,241,3,142431.0
37962,346,370,1,716.0
37963,657,363,4,1.8099
37964,438,242,1,680.0
37965,59,42,3,2478.0
37966,757,141,3,106737.0
37967,151,970,4,0.1557
37968,919,51,1,970.0
37969,512,902,2,-390.0
37970,70,866,3,60620.0
37971,279,8,3,2232.0
37972,112,276,3,30912.0
37973,620,92,2,528.0
37974,330,267,2,63.0
37975,198,931,4,0.2127
37976,137,324,3,44388.0
37977,422,514,2,-92.0
37978,352,798,3,280896.0
37979,900,640,1,1540.0
37980,794,487,1,1281.0
37981,44,252,4,0.1746
37982,452,434,4,1.0415
37983,203,472,3,95816.0
37984,194,881,3,170914.0
37985,244,716,3,174704.0
37986,884,851,2,33.0
37987,731,835,4,0.8754
37988,126,467,1,593.0
37989,775,639,4,1.2128
37990,785,140,2,645.0
37991,65,649,3,42185.0
37992,445,788,4,0.5647
37993,19,760,1,779.0
37994,862,830,2,32.0
37995,981,224,3,219744.0
37996,172,905,3,155660.0
37997,308,719,1,1027.0
37998,626,304,2,322.0
37999,855,273,2,582.0
38000,343,41,4,8.3659
38001,104,884,4,0.1176
38002,191,971,4,0.1967
38003,954,192,4,4.9688
38004,412,295,4,1.3966
38005,338,802,3,271076.0
38006,280,711,1,991.0
38007,547,863,1,1410.0
38008,66,368,2,-302.0
38009,772,972,3,750384.0
38010,836,718,1,1554.0
38011,849,166,4,5.1145
38012,846,738,3,624348.0
38013,589,939,1,1528.0
38014,535,555,1,1090.0
38015,897,402,4,2.2313
38016,528,6,4,88.0
38017,971,849,2,122.0
38018,573,128,3,73344.0
38019,151,37,4,4.0811
38020,927,109,4,8.5046
38021,846,965,2,-119.0
38022,327,542,2,-215.0
38023,704,934,3,657536.0
38024,544,992,4,0.5484
38025,911,51,4,17.8627
38026,353,349,2,4.0
38027,629,512,2,117.0
38028,348,577,2,-229.0
38029,456,682,2,-226.0
38030,845,261,2,584.0
38031,497,209,1,706.0
38032,252,478,3,120456.0
38033,57,481,2,-424.0
38034,598,113,3,67574.0
38035,820,451,2,369.0
38036,602,593,1,1195.0
38037,565,271,1,836.0
38038,688,343,3,235984.0
38039,447,238,3,106386.0
38040,991,873,1,1864.0
38041,469,77,3,36113.0
38042,880,223,2,657.0
38043,621,794,2,-173.0
38044,884,911,2,-27.0
38045,523,778,3,406894.0
38046,883,891,3,786753.0
38047,839,208,3,174512.0
38048,703,632,2,71.0
38049,407,989,2,-582.0
38050,317,566,2,-249.0
38051,668,650,4,1.0277
38052,89,809,4,0.11
38053,500,125,1,625.0
38054,678,353,3,239334.0
38055,458,67,2,391.0
38056,764,586,3,447704.0
38057,131,911,3,119341.0
38058,284,506,3,143704.0
38059,848,123,3,104304.0
38060,137,888,4,0.1543
38061,208,291,4,0.7148
38062,25,454,4,0.0551
38063,109,396,1,505.0
38064,186,62,3,11532.0
38065,51,710,3,36210.0
38066,556,606,1,1162.0
38067,348,194,2,154.0
38068,802,541,2,261.0
38069,224,868,2,-644.0
38070,837,283,1,1120.0
38071,642,166,3,106572.0
38072,305,343,1,648.0
38073,565,222,2,343.0
38074,239,378,3,90342.0
38075,494,922,4,0.5358
38076,808,259,2,549.0
38077,445,204,2,241.0
38078,87,405,1,492.0
38079,309,266,2,43.0
38080,708,633,1,1341.0
38081,819,376,2,443.0
38082,548,711,1,1259.0
38083,193,162,3,31266.0
38084,971,964,1,1935.0
38085,522,141,1,663.0
38086,37,111,4,0.3333
38087,23,502,2,-479.0
38088,923,698,1,1621.0
38089,242,240,3,58080.0
38090,935,544,2,391.0
38091,330,6,1,336.0
38092,347,73,4,4.7534
38093,656,10,4,65.6
38094,479,548,2,-69.0
38095,128,545,4,0.2349
38096,71,160,2,-89.0
38097,126,623,1,749.0
38098,469,423,3,198387.0
38099,642,635,2,7.0
38100,539,221,2,318.0
38101,543,801,1,1344.0
38102,980,319,1,1299.0
38103,571,234,4,2.4402
38104,389,489,1,878.0
38105,403,262,1,665.0
38106,694,48,3,33312.0
38107,440,908,2,-468.0
38108,59,682,3,40238.0
38109,947,881,4,1.0749
38110,765,96,2,669.0
38111,194,130,4,1.4923
38112,455,849,1,1304.0
38113,687,612,4,1.1225
38114,436,890,4,0.4899
38115,754,590,1,1344.0
38116,411,477,3,196047.0
38117,693,771,1,1464.0
38118,116,887,3,102892.0
38119,834,302,1,1136.0
38120,757,146,2,611.0
38121,786,959,1,1745.0
38122,240,787,3,188880.0
38123,887,812,4,1.0924
38124,573,732,2,-159.0
38125,468,678,1,1146.0
38126,702,660,2,42.0
38127,552,450,3,248400.0
38128,686,961,1,1647.0
38129,322,296,1,618.0
38130,356,256,1,612.0
38131,134,664,4,0.2018
38132,331,402,2,-71.0
38133,126,51,4,2.4706
38134,410,13,1,423.0
38135,832,620,3,515840.0
38136,635,930,1,1565.0
38137,623,149,3,92827.0
38138,660,14,2,646.0
38139,921,241,4,3.8216
38140,705,238,2,467.0
38141,319,569,3,181511.0
38142,767,907,2,-140.0
38143,866,199,4,4.3518
38144,478,153,1,631.0
38145,391,4,3,1564.0
38146,226,869,1,1095.0
38147,214,71,4,3.0141
38148,838,131,1,969.0
38149,729,688,3,501552.0
38150,228,580,2,-352.0
38151,862,992,1,1854.0
38152,424,649,3,275176.0
38153,163,333,3,54279.0
38154,461,108,3,49788.0
38155,846,393,3,332478.0
38156,271,523,4,0.5182
38157,524,299,3,156676.0
38158,802,69,4,11.6232
38159,483,436,1,919.0
38160,25,251,1,276.0
38161,57,830,3,47310.0
38162,518,514,1,1032.0
38163,552,651,3,359352.0
38164,92,425,2,-333.0
38165,415,856,1,1271.0
38166,660,465,4,1.4194
38167,920,46,3,42320.0
38168,426,60,4,7.1
38169,451,322,1,773.0
38170,974,899,2,75.0
38171,209,266,1,475.0
38172,65,38,1,103.0
38173,757,70,2,687.0
38174,864,264,1,1128.0
38175,151,4,2,147.0
38176,840,452,3,379680.0
38177,771,773,1,1544.0
38178,770,677,3,521290.0
38179,440,666,2,-226.0
38180,831,106,1,937.0
38181,295,993,1,1288.0
38182,777,542,1,1319.0
38183,768,780,4,0.9846
38184,72,762,2,-690.0
38185,986,327,3,322422.0
38186,434,325,4,1.3354
38187,704,823,1,1527.0
38188,629,333,1,962.0
38189,501,673,1,1174.0
38190,979,234,4,4.1838
38191,770,304,2,466.0
38192,770,165,3,127050.0
38193,954,329,3,313866.0
38194,264,460,3,121440.0
38195,222,640,3,142080.0
38196,904,890,3,804560.0
38197,86,822,2,-736.0
38198,489,509,3,248901.0
38199,400,10,3,4000.0
38200,941,546,2,395.0
38201,788,725,3,571300.0
38202,986,136,3,134096.0
38203,943,171,3,161253.0
38204,90,507,4,0.1775
38205,442,686,4,0.6443
38206,437,397,1,834.0
38207,932,547,4,1.7038
38208,684,638,1,1322.0
38209,492,710,2,-218.0
38210,881,6,4,146.8333
38211,10,729,1,739.0
38212,515,240,3,123600.0
38213,430,413,2,17.0
38214,993,929,3,922497.0
38215,242,569,3,137698.0
38216,593,364,4,1.6291
38217,9,949,2,-940.0
38218,579,118,2,461.0
38219,458,502,1,960.0
38220,905,233,2,672.0
38221,732,362,3,264984.0
38222,632,304,1,936.0
38223,166,463,2,-297.0
38224,326,508,1,834.0
38225,658,104,3,68432.0
38226,715,462,3,330330.0
38227,163,768,2,-605.0
38228,575,578,2,-3.0
38229,473,262,1,735.0
38230,610,758,3,462380.0
38231,436,153,3,66708.0
38232,158,21,4,7.5238
38233,62,993,4,0.0624
38234,703,421,2,282.0
38235,483,945,3,456435.0
38236,916,622,4,1.4727
38237,915,990,2,-75.0
38238,523,475,3,248425.0
38239,732,183,4,4.0
38240,684,868,2,-184.0
38241,963,766,4,1.2572
38242,330,941,4,0.3507
38243,364,329,4,1.1064
38244,827,664,1,1491.0
38245,700,756,2,-56.0
38246,687,60,4,11.45
38247,867,111,3,96237.0
38248,187,783,4,0.2388
38249,9,521,4,0.0173
38250,236,360,3,84960.0
38251,479,139,1,618.0
38252,781,789,4,0.9899
38253,758,248,4,3.0565
38254,611,481,4,1.2703
38255,364,54,3,19656.0
38256,404,259,3,104636.0
38257,994,253,4,3.9289
38258,55,233,1,288.0
38259,32,879,2,-847.0
38260,834,301,3,251034.0
38261,588,291,4,2.0206
38262,687,157,2,530.0
38263,332,451,3,149732.0
38264,315,825,3,259875.0
38265,87,912,3,79344.0
38266,800,614,2,186.0
38267,857,154,2,703.0
38268,964,128,4,7.5312
38269,594,49,4,12.1224
38270,398,973,3,387254.0
38271,110,949,2,-839.0
38272,824,726,4,1.135
38273,515,799,4,0.6446
38274,159,793,2,-634.0
38275,703,465,2,238.0
38276,433,25,2,408.0
38277,382,411,2,-29.0
38278,156,877,1,1033.0
38279,807,20,1,827.0
38280,131,185,4,0.7081
38281,218,350,3,76300.0
38282,567,796,2,-229.0
38283,837,576,4,1.4531
38284,552,813,2,-261.0
38285,652,575,4,1.1339
38286,20,924,2,-904.0
38287,487,812,4,0.5998
38288,445,233,4,1.9099
38289,60,627,3,37620.0
38290,855,145,1,1000.0
38291,664,347,2,317.0
38292,941,598,1,1539.0
38293,96,405,4,0.237
38294,723,575,1,1298.0
38295,314,505,2,-191.0
38296,860,892,4,0.9641
38297,956,828,2,128.0
38298,491,793,1,1284.0
38299,287,477,3,136899.0
38300,851,634,2,217.0
38301,728,509,3,370552.0
38302,136,841,4,0.1617
38303,758,982,4,0.7719
38304,395,901,3,355895.0
38305,579,595,2,-16.0
38306,114,380,1,494.0
38307,751,730,1,1481.0
38308,533,508,4,1.0492
38309,261,459,2,-198.0
38310,558,913,1,1471.0
38311,891,217,3,193347.0
38312,591,571,4,1.035
38313,266,198,2,68.0
38314,518,459,4,1.1285
38315,802,609,3,488418.0
38316,937,91,3,85267.0
38317,811,120,2,691.0
38318,733,11,1,744.0
38319,688,292,3,200896.0
38320,876,556,1,1432.0
38321,136,41,3,5576.0
38322,794,769,2,25.0
38323,34,10,4,3.4
38324,675,334,4,2.021
38325,579,504,2,75.0
38326,630,641,1,1271.0
38327,186,4,4,46.5
38328,526,777,4,0.677
38329,487,322,4,1.5124
38330,68,117,4,0.5812
38331,101,140,3,14140.0
38332,745,918,1,1663.0
38333,210,115,1,325.0
38334,762,83,1,845.0
38335,246,976,3,240096.0
38336,138,733,3,101154.0
38337,429,935,4,0.4588
38338,240,989,2,-749.0
38339,594,983,2,-389.0
38340,460,268,2,192.0
38341,365,816,2,-451.0
38342,533,909,2,-376.0
38343,125,285,3,35625.0
38344,519,128,1,647.0
38345,100,34,1,134.0
38346,1000,223,3,223000.0
38347,832,272,1,1104.0
38348,580,954,2,-374.0
38349,184,974,4,0.1889
38350,785,1,1,786.0
38351,54,7,2,47.0
38352,928,518,2,410.0
38353,945,917,1,1862.0
38354,380,470,3,178600.0
38355,536,15,2,521.0
38356,985,328,2,657.0
38357,50,210,3,10500.0
38358,679,281,3,190799.0
38359,138,239,1,377.0
38360,106,704,3,74624.0
38361,561,630,2,-69.0
38362,602,391,3,235382.0
38363,145,876,1,1021.0
38364,941,568,1,1509.0
38365,785,744,2,41.0
38366,345,954,3,329130.0
38367,853,423,1,1276.0
38368,921,59,4,15.6102
38369,825,920,1,1745.0
38370,494,400,2,94.0
38371,385,364,2,21.0
38372,213,855,1,1068.0
38373,988,123,2,865.0
38374,522,642,1,1164.0
38375,609,589,4,1.034
38376,856,779,2,77.0
38377,232,570,3,132240.0
38378,661,742,1,1403.0
38379,274,656,4,0.4177
38380,33,295,4,0.1119
38381,881,717,3,631677.0
38382,407,555,4,0.7333
38383,858,136,3,116688.0
38384,84,217,3,18228.0
38385,991,165,2,826.0
38386,372,675,1,1047.0
38387,360,704,3,253440.0
38388,422,864,3,364608.0
38389,420,822,3,345240.0
38390,338,494,4,0.6842
38391,822,484,4,1.6983
38392,482,825,3,397650.0
38393,318,574,1,892.0
38394,600,331,1,931.0
38395,530,331,4,1.6012
38396,644,600,2,44.0
38397,699,937,3,654963.0
38398,779,949,1,1728.0
38399,904,722,3,652688.0
38400,874,792,4,1.1035
38401,620,87,3,53940.0
38402,118,868,1,986.0
38403,454,122,1,576.0
38404,369,676,2,-307.0
38405,204,176,4,1.1591
38406,193,825,2,-632.0
38407,712,638,1,1350.0
38408,675,94,1,769.0
38409,171,956,4,0.1789
38410,542,273,1,815.0
38411,298,638,2,-340.0
38412,933,561,3,523413.0
38413,192,702,1,894.0
38414,680,374,1,1054.0
38415,97,80,1,177.0
38416,60,539,2,-479.0
38417,628,210,4,2.9905
38418,167,602,2,-435.0
38419,7,488,2,-481.0
38420,333,935,3,311355.0
38421,802,633,1,1435.0
38422,804,989,4,0.8129
38423,578,960,2,-382.0
38424,924,953,1,1877.0
38425,923,528,4,1.7481
38426,482,559,3,269438.0
38427,273,530,2,-257.0
38428,669,202,4,3.3119
38429,455,624,3,283920.0
38430,157,359,1,516.0
38431,754,21,4,35.9048
38432,543,47,2,496.0
38433,198,762,2,-564.0
38434,411,409,2,2.0
38435,643,793,1,1436.0
38436,836,640,3,535040.0
38437,894,268,3,239592.0
38438,610,123,3,75030.0
38439,542,310,3,168020.0
38440,864,901,2,-37.0
38441,162,58,1,220.0
38442,880,588,2,292.0
38443,422,861,1,1283.0
38444,219,576,1,795.0
38445,959,703,3,674177.0
38446,528,818,1,1346.0
38447,471,107,1,578.0
38448,464,12,2,452.0
38449,356,81,2,275.0
38450,540,10,1,550.0
38451,731,831,1,1562.0
38452,756,181,2,575.0
38453,896,344,4,2.6047
38454,777,485,1,1262.0
38455,268,920,2,-652.0
38456,973,992,4,0.9808
38457,15,229,3,3435.0
38458,204,545,1,749.0
38459,807,393,2,414.0
38460,281,990,1,1271.0
38461,832,450,4,1.8489
38462,766,203,2,563.0
38463,338,626,1,964.0
38464,341,985,1,1326.0
38465,260,225,3,58500.0
38466,569,160,1,729.0
38467,142,743,4,0.1911
38468,742,500,2,242.0
38469,440,720,2,-280.0
38470,517,980,2,-463.0
38471,670,112,3,75040.0
38472,81,297,1,378.0
38473,947,23,4,41.1739
38474,408,730,1,1138.0
38475,89,723,1,812.0
38476,48,21,2,27.0
38477,244,788,2,-544.0
38478,31,352,1,383.0
38479,626,381,4,1.643
38480,243,691,1,934.0
38481,718,940,4,0.7638
38482,84,393,1,477.0
38483,258,406,1,664.0
38484,341,859,3,292919.0
38485,788,935,1,1723.0
38486,836,577,1,1413.0
38487,339,42,1,381.0
38488,655,21,1,676.0
38489,548,551,4,0.9946
38490,768,286,2,482.0
38491,341,388,2,-47.0
38492,672,824,3,553728.0
38493,20,811,3,16220.0
38494,455,490,2,-35.0
38495,69,483,4,0.1429
38496,279,488,3,136152.0
38497,659,690,2,-31.0
38498,234,934,3,218556.0
38499,391,152,4,2.5724
38500,249,540,3,134460.0
38501,578,868,2,-290.0
38502,522,150,3,78300.0
38503,773,505,1,1278.0
38504,638,816,3,520608.0
38505,423,585,4,0.7231
38506,211,299,2,-88.0
38507,355,705,1,1060.0
38508,939,557,3,523023.0
38509,145,40,3,5800.0
38510,373,48,1,421.0
38511,657,461,1,1118.0
38512,894,493,2,401.0
38513,795,138,2,657.0
38514,945,947,3,894915.0
38515,290,297,1,587.0
38516,144,175,4,0.8229
38517,660,496,1,1156.0
38518,340,788,2,-448.0
38519,168,347,4,0.4841
38520,545,269,4,2.026
38521,652,502,1,1154.0
38522,932,302,1,1234.0
38523,65,148,4,0.4392
38524,270,622,1,892.0
38525,723,174,4,4.1552
38526,896,114,3,102144.0
38527,141,220,2,-79.0
38528,299,844,2,-545.0
38529,581,714,3,414834.0
38530,901,572,3,515372.0
38531,687,476,1,1163.0
38532,851,452,1,1303.0
38533,488,534,2,-46.0
38534,122,43,4,2.8372
38535,187,803,3,150161.0
38536,467,722,4,0.6468
38537,461,856,2,-395.0
38538,23,531,4,0.0433
38539,69,306,1,375.0
38540,415,173,4,2.3988
38541,339,546,4,0.6209
38542,650,780,2,-130.0
38543,310,491,4,0.6314
38544,115,358,1,473.0
38545,946,627,3,593142.0
38546,119,736,2,-617.0
38547,487,119,2,368.0
38548,163,404,3,65852.0
38549,651,158,1,809.0
38550,889,346,3,307594.0
38551,280,3,4,93.3333
38552,511,827,4,0.6179
38553,494,478,4,1.0335
38554,229,31,4,7.3871
38555,977,549,4,1.7796
38556,46,161,1,207.0
38557,478,622,2,-144.0
38558,13,14,3,182.0
38559,684,236,2,448.0
38560,901,960,1,1861.0
38561,18,258,1,276.0
38562,280,520,2,-240.0
38563,772,485,1,1257.0
38564,198,934,2,-736.0
38565,870,116,2,754.0
38566,613,86,3,52718.0
38567,793,250,4,3.172
38568,806,978,3,788268.0
38569,679,17,2,662.0
38570,419,54,4,7.7593
38571,802,403,3,323206.0
38572,474,345,4,1.3739
38573,825,63,3,51975.0
38574,569,188,4,3.0266
38575,770,282,1,1052.0
38576,166,706,2,-540.0
38577,912,226,3,206112.0
38578,209,460,2,-251.0
38579,825,590,3,486750.0
38580,148,734,4,0.2016
38581,509,373,3,189857.0
38582,929,779,1,1708.0
38583,855,492,1,1347.0
38584,463,598,4,0.7742
38585,920,824,3,758080.0
38586,164,772,3,126608.0
38587,7,237,2,-230.0
38588,296,455,1,751.0
38589,390,61,2,329.0
38590,55,312,2,-257.0
38591,638,126,4,5.0635
38592,515,307,2,208.0
38593,946,759,4,1.2464
